ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,NO,NO2,CO,PM2.5,PM10
2021-01-01 00:00:00,0,88.52686309125588,755.9998839862336,116.33010847575014,0.5640480143617157,-4.055134884259222,0.02267472767363404,0.043519496972827025,0.32647566474577583,0.014243068613250219,0.020964725200348422
2021-01-01 00:20:00,0,88.5322985037516,756.0562759129132,116.32590683695324,0.5641102059721127,-4.055183843599194,0.022924158816034525,0.043075593183813744,0.32227407179172485,0.01419950510892075,0.020929848062541355
2021-01-01 00:40:00,0,88.53772646621606,756.1131833742917,116.32163655518877,0.5641724505672767,-4.055240135396876,0.023127310287167094,0.04257329965896619,0.3174786315233643,0.014145662863278929,0.02088310302072372
2021-01-01 01:00:00,0,88.54314682262118,756.1705882799105,116.31729438976404,0.5642347247868045,-4.0553037884193195,0.023276117654350906,0.0420211328390601,0.3122001737049228,0.014083009980000736,0.0208296942688672
2021-01-01 01:20:00,0,88.54855941741951,756.2284720661364,116.31287710101367,0.564297005277123,-4.055374830838945,0.02336559443775497,0.04142909758218261,0.3065712680967399,0.014013399295795108,0.020774207353390924
2021-01-01 01:40:00,0,88.55396409561192,756.2868157099282,116.30838145061982,0.5643592686931398,-4.0554532902234826,0.023394486145108116,0.04080903496555263,0.3007473097632828,0.013938991207487698,0.020720402892620948
2021-01-01 02:00:00,0,88.55936070268218,756.3455997427204,116.30380420168598,0.5644214916990283,-4.055539193549375,0.023365703056155582,0.04017487252073039,0.2949060242099841,0.013862158792569024,0.02067112995186278
2021-01-01 02:20:00,0,88.56474908465519,756.4048042652438,116.29914211887952,0.5644836509693705,-4.05563256718631,0.023286465569373475,0.03954268645867946,0.2892446535995486,0.0137853804032283,0.02062835288723805
2021-01-01 02:40:00,0,88.57012908806374,756.464408962181,116.29439196856688,0.5645457231897721,-4.055733436909567,0.023168118295193836,0.03893050335457889,0.28397433008120604,0.0137111259509783,0.02059327182264048
2021-01-01 03:00:00,0,88.5755005599798,756.5243931178101,116.28955051901119,0.5646076850586634,-4.055841827891457,0.023025598155926627,0.03835779837824728,0.27931149140265554,0.013641743704059649,0.020566506486917383
2021-01-01 03:20:00,0,88.58086334800223,756.5847356316566,116.28461454043617,0.5646695132876673,-4.055957764701001,0.02287657468889909,0.03784468512778427,0.2754666056890957,0.0135793545260254,0.02054830712508045
2021-01-01 03:40:00,0,88.58621730026405,756.645415034671,116.27958080521834,0.5647311846029184,-4.056081271304242,0.022740314109033544,0.03741083384602229,0.2726308937944917,0.013525760058100455,0.02053875523939291
2021-01-01 04:00:00,0,88.59156226543563,756.7064095059415,116.27444608802497,0.56479267574599,-4.056212371065094,0.0226363488256176,0.03707419510572075,0.270962113088355,0.013482370412814543,0.02053792100186075
2021-01-01 04:20:00,0,88.5968980927334,756.7676968893761,116.26920716596854,0.5648539634754981,-4.056351086741577,0.022583057579226462,0.036849639722765816,0.2705707428847424,0.013450155566024058,0.020545952655572942
2021-01-01 04:40:00,0,88.6022246319261,756.8292547112056,116.26386081871499,0.5649150245671538,-4.056497440487879,0.022596275327248103,0.036747648148245174,0.27150804632036163,0.013429622918323293,0.020563084888549223
2021-01-01 05:00:00,0,88.60754173331459,756.8910601973981,116.25840382859747,0.564975835815192,-4.056651453851595,0.022688054576054793,0.03677319057660799,0.2737574495736517,0.01342082158743575,0.020589566423814147
2021-01-01 05:20:00,0,88.61284924778116,756.9530902916805,116.25283298088965,0.5650363740340282,-4.056813147775703,0.022865690332190082,0.03692493080439906,0.27723046985776856,0.013423372051203936,0.020625520139444298
2021-01-01 05:40:00,0,88.6181470267398,757.0153216736127,116.2471450638365,0.5650966160586811,-4.056982542592311,0.023131099828992283,0.03719486272104427,0.2817680529317073,0.01343651795386911,0.02067076016134815
2021-01-01 06:00:00,0,88.62343492218504,757.077730777235,116.24133686877147,0.5651565387454099,-4.057159658031054,0.0234806175464388,0.03756845035189248,0.28714768366459525,0.013459195370464219,0.020724598069351497
2021-01-01 06:20:00,0,88.62871278666356,757.1402938096227,116.23540519033446,0.5652161189735548,-4.05734451320823,0.023905228724662615,0.03802529445499183,0.293096060666406,0.013490113724822195,0.02078567357616627
