ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,CO,NO,NO2,PM2.5,PM10
2021-01-01 00:00:00,0.00101830981273281,90.5309144113089,749.4660067610689,86.58732292987715,2.0927968018767364,-5.031824307816426,0.28843500316340975,0.010952628772821521,0.03995162014865224,0.012607323112725853,0.012192726368268632
2021-01-01 00:20:00,0.001042493013271046,90.52733828932708,749.5214653601327,86.48757022149337,2.0939200915575538,-5.032135302821722,0.2825478701872058,0.01046446835741524,0.03898463992975451,0.012565604722594603,0.012189203637946028
2021-01-01 00:40:00,0.0010669622519342281,90.52372764236098,749.5774441291495,86.38786958028894,2.0950346703463163,-5.032451738602189,0.2772469107565452,0.010011251548409272,0.03794561310592728,0.012521192978425728,0.01218581138335226
2021-01-01 01:00:00,0.0010917171765770263,90.52008249668602,749.6339259509473,86.28822112256684,2.096140511325748,-5.032773643455548,0.27260137891201675,0.009592110810835667,0.036868587571466487,0.012474207014400341,0.012182692179433933
2021-01-01 01:20:00,0.0011167574259038499,90.51640288000021,749.6908932286958,86.18862496002359,2.0972375877829292,-5.033101045131512,0.2686232221884721,0.009205394834473137,0.03579234236375876,0.012425099996261351,0.01217995806119421
2021-01-01 01:40:00,0.0011420826296520414,90.51268882146398,749.748327898472,86.08908120016905,2.0983258732140104,-5.033433970820769,0.2652752614985351,0.008850231662567943,0.03475822815051605,0.012374709281107621,0.012177672521615761
2021-01-01 02:00:00,0.0011676924083650689,90.5089403516569,749.8062114419678,85.98958994622727,2.0994053413232274,-5.0337724471699525,0.262484669785233,0.008528029252333785,0.03380761898391016,0.0123242632039034,0.012175839534286
2021-01-01 02:20:00,0.0011935863736820436,90.50515750260527,749.8645249001352,85.89015129706769,2.100475966025085,-5.0341165002647665,0.26015996531810814,0.008243691796018419,0.03297919280312349,0.012275341831410614,0.012174401257654056
2021-01-01 02:40:00,0.0012197641280403682,90.50134030776395,749.9232488867002,85.79076534729239,2.1015377214430107,-5.0344661556428685,0.2582093240742715,0.008006358284304535,0.032306283227660326,0.012229794055150638,0.012173244942027539
2021-01-01 03:00:00,0.0012462252649698205,90.4974888020243,749.9823636026819,85.69143218723296,2.1025905819135957,-5.03482143828586,0.25655786921188073,0.007829523115462884,0.031814545009841586,0.012189618169320784,0.01217221834474492
2021-01-01 03:20:00,0.0012729693689652669,90.4936030217157,750.0418488509378,85.592151903035,2.1036345219845725,-5.0351823726180776,0.25516173255705876,0.007730471129747874,0.031520149889489875,0.012156817074711827,0.012171151816658534
2021-01-01 03:40:00,0.0012999960154554888,90.4896830045999,750.101684051263,85.49292457655689,2.104669516416413,-5.035548982507507,0.25401708730530015,0.007729042880349209,0.03142868104307106,0.012133242029289915,0.012169884298932261
2021-01-01 04:00:00,0.0013273047709444624,90.48572878985667,750.1618482560497,85.39375028545912,2.105695540185157,-5.035921291266396,0.25316297491025613,0.007845830408427497,0.0315348280460199,0.01212044013922328,0.012168289882162302
2021-01-01 04:20:00,0.0013548951928996876,90.4817404181178,750.222320165945,85.2946291031951,2.106712568480026,-5.036299321648033,0.25267751784988113,0.008099979112416089,0.031822907387961855,0.012119520428339449,0.012166301407962743
2021-01-01 04:40:00,0.0013827668299221975,90.47771793143143,750.2830781463495,85.19556109910442,2.1077205767077007,-5.036683095847833,0.2526679315379029,0.008506828254444047,0.03226815442932701,0.012131051402103236,0.012163927863604424
2021-01-01 05:00:00,0.0014109192215106744,90.47366137326878,750.34410024387,85.09654633822996,2.108719540489899,-5.037072635501559,0.2532555243998287,0.009075654016907865,0.03283865979966799,0.012154999771224294,0.012161263005941786
2021-01-01 05:20:00,0.001439351898363913,90.46957078854506,750.4053642033981,84.99758488160276,2.1097094356671056,-5.03746796168661,0.25455751153067907,0.009807780512471562,0.03349776441150199,0.01219071580043086,0.01215848367283121
2021-01-01 05:40:00,0.0014680643822007136,90.4654462235852,750.4668474852866,84.89867678611846,2.1106902382974213,-5.03786909491641,0.2566678873538998,0.0106952949044881,0.034206688640582135,0.01223696607942464,0.012155837477651686
2021-01-01 06:00:00,0.0014970561858257438,90.4612877261408,750.5285272831237,84.79982210440332,2.111661924658884,-5.038276055148195,0.2596397549312196,0.0117205455892297,0.03492715666792854,0.012292009897166799,0.012153620886324072
2021-01-01 06:20:00,0.001526326813115493,90.45709534539037,750.5903805414475,84.70102088521097,2.112624471248775,-5.038688861772561,0.2634713744799658,0.012856523241711148,0.03562378754431779,0.01235371133782381,0.012152149887832383
2021-01-01 06:40:00,0.0015558757591651456,90.4528691319322,750.6523839740017,84.60227317309887,2.113577854786013,-5.039107533622764,0.2680977861256978,0.014068132182020885,0.0362660585362079,0.01241967613555244,0.012151726439078752
2021-01-01 07:00:00,0.0015857025101203535,90.44860913778452,750.7145140822372,84.50357900854738,2.114522052210906,-5.039532088965497,0.2733892291481582,0.01531426424046485,0.03682969935907926,0.0124874005240622,0.012152604471275839
2021-01-01 07:20:00,0.0016158065433249692,90.44431541637924,750.7767471738545,84.40493842817263,2.115457040686479,-5.039962545505039,0.2791567963358288,0.01655049989310966,0.03729744162880715,0.012554418944038992,0.012154959408738385
2021-01-01 07:40:00,0.0016461873272396177,90.43998802256252,750.839059381807,84.30635146430966,2.1163827975994436,-5.040398920383751,0.28516491993207066,0.017732191844156097,0.037659118556179975,0.01261843850303008,0.012158864845232584
2021-01-01 08:00:00,0.0016768443215807345,90.43562701261556,750.9014266833486,84.20781814561673,2.1172993005602887,-5.040841230176091,0.2911494844122039,0.018817642408975748,0.037911177485942915,0.01267745033253031,0.012164279277599003
2021-01-01 08:20:00,0.0017077769771794947,90.43123244419687,750.9638249193802,84.10933849645279,2.1182065274050084,-5.041289490897518,0.29683969589826065,0.019771073114178084,0.03805572483887522,0.012729811138026341,0.012171044693931541
